plot,yr,plotnum,yr.plot,205,206,208,220,222,226,238,244,254,259,303,307,308,309,317,319,331,343,346,350,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,OrBis,ChBis,bison,cattle,YrsOB,BP5Yrs,YrsSLB,burn,spring,summer,fall,slope,northness,eastness,OM,pH,SolS,logP,logCa,logFe,logMg,logK,logNa,logB,logMn,logCu,logZn,logAl,PDSIavg,SodTemp,SPI1,SPI12,SPI24,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,rain12,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,sum.rain,win.rain,spr.rain,sum.temp,win.temp,spr.temp,rain.avg,temp.avg,rich1,rich2,rich3,rich4,rich5,A.cov,P.cov,S.cov,T.cov,A.p,P.p,S.p,T.p,ForbLeg.cov,Forb.cov,Gsum.cov,G3.cov,G4.cov,Leg.cov,Wood.cov,F.p,Gsum.p,G3.p,G4.p,L.p,W.p
259,2004,259.2004,2004.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.016438356,3,1.24109589,0,0,0,0,2,-0.962605866,0.270905788,5.98,6.2,25,0.903089987,3.621384028,1.954242509,2.514547753,2.397940009,1.397940009,-0.065501549,1.982271233,0.267171728,0.416640507,2.843855423,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,59,36,18,10,3.75,23,110,2,0,13,45,1,0,79,61,56,13,43,18,0,30,20,7,13,9,0
303,2004,303.2004,2004.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0.238356164,1,1,0,0,4,0.999843309,0.017701925,3.9,5.8,22,0.84509804,3.298634783,2.093421685,2.428134794,2.152288344,1.380211242,-0.142667504,1.51851394,0.227886705,0.409933123,2.839478047,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,85,54.25,28.5,14.5,3.75,22,160,4,0,12,71,2,0,121,88,61,26,35,33,4,42,25,13,12,16,2
307,2004,307.2004,2004.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2.490410959,1,3.246575342,0,0,0,0,3,0.984381951,-0.176045946,3.88,6,27,0.77815125,3.290034611,2.484299839,2.604226053,1.995635195,1.698970004,-0.107905397,1.531478917,0.243038049,0.326335861,2.818225894,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,79,45.5,20.5,10.75,2.75,49,126,0,0,25,54,0,0,87,71,88,44,44,16,0,35,36,21,15,8,0
308,2004,308.2004,2004.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0.252054795,1,1,0,0,7,0.943984139,0.329990826,8.07,6.4,28,0.954242509,3.66407759,2.093421685,2.694605199,2.359835482,1.505149978,0.075546961,1.633468456,0.472756449,0.639486489,2.764176132,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,58,35.25,20,11,4.25,15,131,3,0,7,50,1,0,102,78,44,13,31,24,3,32,16,6,10,9,1
309,2004,309.2004,2004.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0.252054795,1,1,0,0,8,0.814180971,0.580611184,4.13,5.7,27,0.84509804,3.228913406,2.390935107,2.612783857,2.075546961,1.897627091,-0.070581074,0.903089987,0.195899652,0.252853031,2.963315511,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,72,44,25.75,10.75,3.75,35,119,4,0,19,52,1,0,101,74,55,26,29,27,2,38,22,13,9,11,1
317,2004,317.2004,2004.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2.484931507,2,0.260273973,1,1,0,0,5,0.787714512,-0.616040459,4.83,6.7,26,0.77815125,3.530711838,2.245512668,2.544068044,2.064457989,1.531478917,0.029383778,1.591064607,0.257678575,0.336459734,2.698970004,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,84,50.5,28.25,14.25,5.75,47,139,4,0,25,57,2,0,103,88,85,50,35,15,2,41,34,22,12,8,1
319,2004,319.2004,2004.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2.21369863,0,0,0,0,1,-0.975629313,0.219425258,6.42,6.3,27,0.954242509,3.570893036,2.008600172,2.540329475,2.380211242,1.397940009,-0.065501549,1.653212514,0.346352974,0.437750563,2.698970004,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,71,38.25,20.75,10.5,3.75,45,121,0,0,21,50,0,0,100,94,66,25,41,6,0,42,26,11,15,3,0
331,2004,331.2004,2004.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.216438356,0,0,0,0,2,-0.022096619,-0.99975584,1.99,5.6,22,1.278753601,2.908485019,2.367355921,2.004321374,2.103803721,1.431363764,-0.214670165,1.380211242,-0.055517328,0.671172843,2.73479983,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,71,39.75,16,6.25,2.5,62,96,0,0,29,42,0,0,82,62,72,36,36,20,4,30,31,18,13,9,1
343,2004,343.2004,2004.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.254794521,0,0,0,0,2,0.555113302,-0.831774743,4.02,6,23,0.77815125,3.28171497,2.311753861,2.5774918,2.113943352,1.544068044,-0.15490196,1.491361694,0.26245109,0.374748346,2.811575006,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,72,44.75,24.75,9.25,4.25,41,117,0,0,20,52,0,0,69,55,86,45,41,14,3,27,38,23,15,6,1
346,2004,346.2004,2004.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.016438356,4,1.24109589,0,0,0,0,5,-0.525347639,0.850887689,5.93,6.1,25,0.84509804,3.452859336,2.187520721,2.63748973,2.29666519,1.568201724,-0.036212173,0.954242509,0.271841607,0.31386722,2.751279104,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,63,33,17.5,8,3.75,16,117,4,2,9,51,2,1,74,56,59,22,37,18,6,28,23,11,12,9,3
350,2004,350.2004,2004.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2.490410959,2,0.265753425,1,1,0,0,2,0.066306858,0.997799279,4.71,6,25,0.84509804,3.418632687,2.318063335,2.653212514,2.064457989,2.06069784,-0.161150909,1.414973348,0.359835482,0.45331834,2.773786445,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,81,45.75,23.5,9.75,4,42,124,4,0,21,58,2,0,101,79,65,34,31,22,4,39,29,17,12,11,2
205,2005,205.2005,2005.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.64383562,0,7.361643836,0,0,0,0,3,-0.899879974,0.436137629,6.75,6.8,26,1.079181246,3.656673046,2.053078443,2.777426822,2.28780173,1.662757832,0.008600172,1.602059991,0.472756449,0.462397998,2.790988475,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,77,43.25,22.75,11,3.75,42,135,4,0,20,55,2,0,109,79,70,37,33,30,2,38,25,16,9,13,1
206,2005,206.2005,2005.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.093150685,2,2.252054795,0,0,0,0,1,0.771061029,0.636761251,4.99,6.7,23,1.041392685,3.506505032,2.120573931,2.638489257,2.146128036,1.477121255,-0.113509275,1.72427587,0.252853031,0.564666064,2.7355989,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,99,59.5,29,10.25,3.5,59,136,7,0,32,64,3,0,125,90,71,39,32,35,6,48,31,19,12,17,3
208,2005,208.2005,2005.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.68493151,2,0.534246575,1,0,0,1,5,-0.083989475,0.996466642,6.41,7.2,31,1,3.664923893,1.982271233,2.77815125,2.294466226,2.507855872,0.206825876,1.84509804,0.423245874,0.342422681,2.705863712,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,73,41,20.75,12.25,4.75,33,119,2,0,17,55,1,0,92,66,60,25,35,26,2,34,25,11,14,13,1
220,2005,220.2005,2005.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.64383562,2,1.238356164,0,0,0,0,4,-0.999020813,-0.044242678,6.05,7,26,1.079181246,3.546295835,2.178976947,2.648360011,2.139879086,1.491361694,-0.017728767,1.672097858,0.416640507,0.445604203,2.684845362,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,91,50.5,23.75,11.75,4.25,67,136,4,0,31,58,2,0,133,100,70,39,31,33,4,48,26,16,10,15,2
222,2005,222.2005,2005.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.095890411,0,5.569863014,0,0,0,0,2,-0.432177945,0.901788348,4.95,6.2,23,1,3.429106008,2.123851641,2.584331224,2.346352974,1.447158031,-0.161150909,1.653212514,0.357934847,0.481442629,2.78604121,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,102,57.5,28.25,15,4.75,56,149,4,1,32,67,2,1,124,89,81,43,38,35,5,48,34,21,13,17,3
226,2005,226.2005,2005.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.320547945,0,5.567123288,0,0,0,0,4,-0.494898415,0.868950838,5.54,6,24,1,3.39846085,2.338456494,2.682145076,2.117271296,1.556302501,-0.142667504,1.431363764,0.322219295,0.618048097,2.810904281,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,69,39.5,20.75,10.25,3,13,138,6,0,7,59,3,0,94,60,57,25,32,34,6,29,22,12,10,16,2
238,2005,238.2005,2005.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.339726027,2,0.517808219,1,0,0,1,5,-0.903692205,-0.428182669,3.63,6.2,21,1,3.339053736,2.212187604,2.394451681,2.053078443,1.322219295,-0.075720714,1.301029996,0.267171728,0.45484486,2.769377326,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,100,64,33.5,14.25,5.25,67,137,2,0,36,63,1,0,130,108,74,40,34,22,2,55,33,21,12,11,1
244,2005,244.2005,2005.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.342465753,2,0.534246575,1,0,0,1,1,0.984381951,-0.176045946,3.88,6.2,28,1,3.360214613,2.149219113,2.633468456,2.264817823,1.643452676,-0.148741651,1.278753601,0.173186268,0.421603927,2.816903839,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,84,48.75,24.5,11.25,2.25,63,116,2,0,30,53,1,0,103,84,74,39,35,19,4,40,33,20,13,9,2
254,2005,254.2005,2005.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.780821918,1,0,1,0,5,-0.866767091,0.498713154,5.43,6.9,29,1,3.638389408,2.31386722,2.571708832,2.260071388,1.612783857,0.100370545,1.72427587,0.462397998,0.472756449,2.643452676,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,60,35.75,20,11.75,5.25,35,101,2,0,15,44,1,0,68,56,68,38,30,12,2,25,28,17,11,6,1
259,2005,259.2005,2005.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.980821918,2,2.205479452,0,0,0,0,2,-0.962605866,0.270905788,6.4,6.1,25,1,3.642958879,1.913813852,2.527629901,2.413299764,1.462397998,-0.050609993,1.908485019,0.264817823,0.359835482,2.834420704,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,62,38,18,9,2.5,24,116,2,0,13,48,1,0,77,61,65,26,39,16,0,29,25,12,13,8,0
303,2005,303.2005,2005.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0.205479452,1,1,0,0,4,0.999843309,0.017701925,4.34,6,21,1,3.305566314,2.06069784,2.432969291,2.292256071,1.380211242,-0.075720714,1.544068044,0.235528447,0.63748973,2.816903839,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,82,56.5,31,15.5,4.25,25,154,4,0,13,67,2,0,123,92,56,22,34,31,4,43,22,11,11,15,2
307,2005,307.2005,2005.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.493150685,2,0.78630137,1,0,1,0,3,0.984381951,-0.176045946,3.98,6,22,0.954242509,3.293141483,2.383815366,2.587710965,2.10720997,1.556302501,-0.148741651,1.477121255,0.225309282,0.36361198,2.790988475,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,94,58.75,31.5,17,5,79,131,0,0,41,53,0,0,125,101,85,41,44,24,0,49,33,20,13,12,0
308,2005,308.2005,2005.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0.252054795,1,1,0,0,7,0.943984139,0.329990826,8.65,6.4,29,1.113943352,3.673389578,2.068185862,2.713490543,2.592176757,1.397940009,0.021189299,1.707570176,0.489958479,0.698970004,2.733999287,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,56,33.25,18,10.75,3.5,11,129,2,0,6,49,1,0,92,68,48,17,31,24,2,30,16,7,9,9,1
309,2005,309.2005,2005.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0.252054795,1,1,0,0,8,0.814180971,0.580611184,4.39,5.7,25,1,3.215901813,2.365487985,2.57863921,2.029383778,1.903089987,-0.119186408,1.113943352,0.187520721,0.250420002,2.92890769,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,77,44.5,22,10,3.25,33,131,3,0,18,58,1,0,101,76,64,27,37,25,2,38,26,13,13,12,1
317,2005,317.2005,2005.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.515068493,2,1.290410959,0,0,0,0,5,0.787714512,-0.616040459,5.01,6.6,29,0.954242509,3.561459171,2.214843848,2.555094449,2.096910013,1.73239376,0.053078443,1.602059991,0.294466226,0.357934847,2.721810615,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,81,50.25,28.75,16,6,47,134,4,0,24,55,2,0,99,81,84,46,38,18,2,37,33,21,12,10,1
319,2005,319.2005,2005.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.202739726,1,1,0,0,1,-0.975629313,0.219425258,5.99,6.2,25,1.146128036,3.639785213,2.049218023,2.588831726,2.46686762,1.301029996,-0.013228266,1.763427994,0.396199347,0.532754379,2.733999287,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,72,43.25,22,9.5,3.25,35,133,0,0,19,53,0,0,98,84,70,22,48,14,0,38,27,11,16,7,0
331,2005,331.2005,2005.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.224657534,1,1,0,0,2,-0.022096619,-0.99975584,1.91,6,20,1.361727836,2.936010796,2.29666519,1.968482949,2.086359831,1.342422681,-0.229147988,1.380211242,-0.065501549,0.696356389,2.693726949,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,78,43.5,25.5,13.5,4.5,68,98,2,0,35,42,1,0,97,74,66,30,36,23,5,37,28,15,13,11,2
343,2005,343.2005,2005.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.243835616,0,0,0,0,2,0.555113302,-0.831774743,4.29,6,23,1,3.303196057,2.342422681,2.575187845,2.206825876,1.51851394,-0.173925197,1.612783857,0.269512944,0.501059262,2.786751422,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,78,49,23.25,11,4,48,120,0,0,24,54,0,0,78,64,86,45,41,14,4,34,37,23,14,6,1
346,2005,346.2005,2005.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.980821918,4,0.482191781,1,0,0,1,5,-0.525347639,0.850887689,5.48,6,23,0.954242509,3.494571984,2.170261715,2.670245853,2.31386722,1.579783597,-0.055517328,1,0.285557309,0.346352974,2.760422483,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,66,35.75,18.75,8,2.75,13,132,4,2,7,56,2,1,85,63,60,18,42,22,6,30,23,9,14,10,3
350,2005,350.2005,2005.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.493150685,2,1.268493151,0,0,0,0,2,0.066306858,0.997799279,5.03,6,22,1,3.396722279,2.290034611,2.618048097,2.017033339,2.045322979,-0.187086643,1.447158031,0.334453751,0.465382851,2.748188027,1.434090916,73.4,0.54,-0.05,0.24,3.71,1.51,1.57,1.34,3.21,5.21,4.16,2.33,0.52,5.43,4.55,0.74,34.1,42.9,48.2,59,66.6,71.9,76.2,77.2,72,61.4,48.5,38.7,3.055,3.6075,19.505,74.325,45.675,54.175,2.856666667,58.05833333,92,54.5,25.5,12.75,4.5,60,135,4,0,30,60,2,0,117,91,78,43,35,26,4,44,33,21,12,13,2
205,2006,205.2006,2006.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.6630137,0,8.380821918,0,0,0,0,3,-0.899879974,0.436137629,6.36,6.9,25,1.230448921,3.582744966,1.944482672,2.678518379,2.252853031,1.579783597,-0.013228266,1.491361694,0.383815366,0.404833717,2.737192643,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,58,34.25,19,8.25,2,16,116,4,0,8,48,2,0,77,54,57,27,30,23,2,24,22,13,9,11,1
206,2006,206.2006,2006.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.07123288,1,3.230136986,0,0,0,0,1,0.771061029,0.636761251,5.63,6.7,23,1.113943352,3.43806745,2.017033339,2.542825427,2.155336037,1.414973348,-0.060480747,1.62324929,0.257678575,0.603144373,2.653212514,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,81,50.25,26,13.5,3.25,36,133,7,0,19,59,3,0,104,66,65,30,35,38,7,33,27,15,12,18,3
